"Time","Agg_gdp","Agg_pce","GS1","ebp","gz_spread","MP_brw","MP_jk","CBI_jk","MP_bs","lgdp","lpce","gdp_growth","inflation","d_GS1","gdp_growth_L1","gdp_growth_L2","gdp_growth_L3","gdp_growth_L4","inflation_L1","inflation_L2","inflation_L3","inflation_L4"
2003-04-01,14675.339645679,78.561,1.27,0.0728515622818056,2.72867792736998,0,0,0,0,9.59392378893811,4.36387539308943,0.00544420920419419,0.00110803335436227,0.03,-0.00393529922371982,0.00397020314714958,-0.00109289109914634,0.00607840545572458,0.00160691774257327,0.00137941626593463,0.000677632403972339,0.000934095179275118
2003-05-01,14690.1311339434,78.674,1.18,-0.469248376709989,2.80468450289142,-0.0682682,-0.05273812,-0.03746038,-0.0844701257648786,9.59493119587712,4.36531273235174,0.00100740693901002,0.00143733926230549,-0.0900000000000001,0.00544420920419419,-0.00393529922371982,0.00397020314714958,-0.00109289109914634,0.00110803335436227,0.00160691774257327,0.00137941626593463,0.000677632403972339
2003-06-01,14867.2038477927,78.718,1.01,-0.365160719847621,2.54071743765112,0.0327579,0.08322515,0.05899084,0.137637425719037,9.60691298194685,4.36587184591718,0.0119817860697342,0.000559113565444136,-0.17,0.00100740693901002,0.00544420920419419,-0.00393529922371982,0.00397020314714958,0.00143733926230549,0.00110803335436227,0.00160691774257327,0.00137941626593463
2003-07-01,14911.2652435547,78.915,1.12,-1.06897834164265,2.4420962025252,0,0,0,0,9.60987226288113,4.36837132385088,0.00295928093428088,0.0024994779336982,0.11,0.0119817860697342,0.00100740693901002,0.00544420920419419,-0.00393529922371982,0.000559113565444136,0.00143733926230549,0.00110803335436227,0.00160691774257327
2003-08-01,14983.0220783769,79.004,1.31,-0.196126946956831,2.39667102551959,-0.0333183,-0.01272344,-0.02176399,-0.0195989630739876,9.61467297760389,4.36949848409661,0.00480071472275334,0.00112716024573167,0.19,0.00295928093428088,0.0119817860697342,0.00100740693901002,0.00544420920419419,0.0024994779336982,0.000559113565444136,0.00143733926230549,0.00110803335436227
2003-09-01,15074.1075651723,79.114,1.24,-0.538433523134723,2.42296880883297,-0.0220591,-0.00760348,0.00420376,0.0192552519435647,9.62073382018612,4.37088985026296,0.00606084258223305,0.00139136616635316,-0.0700000000000001,0.00480071472275334,0.00295928093428088,0.0119817860697342,0.00100740693901002,0.00112716024573167,0.0024994779336982,0.000559113565444136,0.00143733926230549
2003-10-01,15093.5314517891,79.26,1.25,-0.519450899661858,2.10274386222368,-0.0482529,-0.04006522,-0.04166208,-0.106412530610343,9.62202155034558,4.37273358776229,0.00128773015946138,0.00184373749932387,0.01,0.00606084258223305,0.00480071472275334,0.00295928093428088,0.0119817860697342,0.00139136616635316,0.00112716024573167,0.0024994779336982,0.000559113565444136
2003-11-01,15181.390954258,79.368,1.34,-0.546746054375089,2.00841067750452,0,0,0,0,9.62782567746707,4.3740952643476,0.00580412712148437,0.00136167658531239,0.0900000000000001,0.00128773015946138,0.00606084258223305,0.00480071472275334,0.00295928093428088,0.00184373749932387,0.00139136616635316,0.00112716024573167,0.0024994779336982
2003-12-01,15215.3528737089,79.467,1.31,-0.511680801968721,1.91784182919293,0.0105895,0.02110906,0.0073501,0.0199137290187301,9.63006025455039,4.37534184114516,0.00223457708332475,0.00124657679755913,-0.03,0.00580412712148437,0.00128773015946138,0.00606084258223305,0.00480071472275334,0.00136167658531239,0.00184373749932387,0.00139136616635316,0.00112716024573167
2004-01-01,15134.081487372,79.671,1.24,-0.706708147959021,1.78938274128996,0.0584747,0.11741226,0.00883696,0.123998446935991,9.62470453163088,4.37790565508958,-0.00535572291951247,0.00256381394441796,-0.0700000000000001,0.00223457708332475,0.00580412712148437,0.00128773015946138,0.00606084258223305,0.00124657679755913,0.00136167658531239,0.00184373749932387,0.00139136616635316
